History,Stock,% of Portfolio,RecentActivity,Shares,ReportedPrice*,Value,Unnamed: 7,Current Price,+/-Reported Price,52Week Low,52Week High,Investor,Page
≡,GT - Goodyear Tire & Rubber,0.02,Reduce 18.52%,776455,$10.37,"$8,052,000",,$8.50,-18.03%,$7.27,$12.03,First Eagle Investment Management,1
≡,HCSG - Healthcare Services Group,0.02,Add 18.74%,598848,$15.03,"$9,001,000",,$15.39,2.40%,$9.13,$15.80,First Eagle Investment Management,1
≡,HL - Hecla Mining Co.,0.02,Reduce 2.13%,1906228,$5.99,"$11,418,000",,$7.44,24.21%,$4.46,$7.87,First Eagle Investment Management,1
≡,HSTM - HealthStream Inc.,0.02,Reduce 1.55%,406498,$27.67,"$11,248,000",,$26.54,-4.08%,$25.33,$34.13,First Eagle Investment Management,1
≡,IBP - Installed Building Products,0.02,Reduce 2.78%,68078,$180.32,"$12,276,000",,$269.85,49.65%,$150.50,$275.76,First Eagle Investment Management,1
≡,IDA - IDACORP Inc. Hldg. Co.,0.02,Reduce 10.52%,91953,$115.45,"$10,616,000",,$127.17,10.15%,$96.86,$127.22,First Eagle Investment Management,1
≡,INGR - Ingredion Inc.,0.02,Reduce 16.61%,77550,$135.63,"$10,518,000",,$126.08,-7.04%,$119.80,$152.72,First Eagle Investment Management,1
≡,JBI - Janus International Group In,0.02,Reduce 1.87%,1103442,$8.14,"$8,982,000",,$10.28,26.29%,$5.99,$11.49,First Eagle Investment Management,1
≡,JBTM - JBT Marel Corp.,0.02,Reduce 16.36%,63923,$120.25,"$7,687,000",,$140.89,17.16%,$82.38,$145.53,First Eagle Investment Management,1
≡,KALU - Kaiser Aluminum Corp.,0.02,Reduce 0.66%,151232,$79.90,"$12,083,000",,$74.90,-6.26%,$45.82,$96.15,First Eagle Investment Management,1
≡,LOCO - El Pollo Loco Holdings Inc.,0.02,Add 17.18%,726393,$11.01,"$7,998,000",,$10.51,-4.54%,$8.29,$14.25,First Eagle Investment Management,1
≡,LPG - Dorian LPG Ltd,0.02,Reduce 0.95%,385425,$24.38,"$9,397,000",,$30.11,23.50%,$15.99,$35.43,First Eagle Investment Management,1
≡,MAMA - Mama's Creations Inc,0.02,Reduce 0.39%,1315914,$8.30,"$10,922,000",,$8.16,-1.69%,$5.50,$9.98,First Eagle Investment Management,1
≡,MOS - Mosaic Co.,0.02,Add 75.23%,236925,$36.48,"$8,643,000",,$32.24,-11.62%,$22.14,$38.23,First Eagle Investment Management,1
≡,MTG - MGIC Investment,0.02,Reduce 9.05%,419160,$27.84,"$11,669,000",,$27.46,-1.36%,$21.71,$28.51,First Eagle Investment Management,1
≡,MTW - Manitowoc Co.,0.02,Add 4.69%,818823,$12.02,"$9,842,000",,$9.34,-22.30%,$7.06,$13.62,First Eagle Investment Management,1
≡,NCMI - National CineMedia Inc.,0.02,Reduce 11.47%,1644447,$4.85,"$7,968,000",,$4.31,-11.13%,$4.07,$7.46,First Eagle Investment Management,1
≡,NGS - Natural Gas Services Group Inc.,0.02,Add 5.48%,299239,$25.81,"$7,723,000",,$25.14,-2.60%,$16.66,$29.62,First Eagle Investment Management,1
≡,NMIH - NMI Holdings,0.02,Reduce 7.61%,267119,$42.19,"$11,270,000",,$39.18,-7.13%,$31.90,$43.20,First Eagle Investment Management,1
≡,NPO - EnPro Industries,0.02,Add 4.73%,57069,$191.56,"$10,932,000",,$226.55,18.27%,$133.28,$231.94,First Eagle Investment Management,1
≡,NVGS - Navigator Holdings Ltd.,0.02,Add 2.09%,689545,$14.15,"$9,757,000",,$15.43,9.05%,$10.51,$17.40,First Eagle Investment Management,1
≡,ONB - Old National Bancorp,0.02,Reduce 7.45%,562798,$21.34,"$12,010,000",,$21.54,0.94%,$16.71,$24.17,First Eagle Investment Management,1
≡,ORI - Old Republic International,0.02,Reduce 11.73%,285374,$38.44,"$10,970,000",,$39.03,1.53%,$31.35,$39.53,First Eagle Investment Management,1
≡,OTIS - Otis Worldwide Corp.,0.02,Add 23.04%,94015,$99.02,"$9,309,000",,$88.59,-10.53%,$83.85,$105.86,First Eagle Investment Management,1
≡,PBF - PBF Energy Inc.,0.02,Add 4.53%,507417,$21.67,"$10,996,000",,$23.48,8.35%,$13.29,$35.01,First Eagle Investment Management,1
≡,PBPB - Potbelly Corp.,0.02,Reduce 1.10%,989028,$12.25,"$12,116,000",,$12.36,0.90%,$7.27,$13.67,First Eagle Investment Management,1
≡,PHLT - Performant Healthcare Inc.,0.02,Add 0.90%,2704255,$4.00,"$10,817,000",,$7.61,90.25%,$2.17,$7.74,First Eagle Investment Management,1
≡,PR - Permian Resources Corp.,0.02,Reduce 15.23%,570648,$13.62,"$7,773,000",,$13.06,-4.11%,$9.91,$15.99,First Eagle Investment Management,1
≡,PWP - Perella Weinberg Partners,0.02,Add 5.45%,406078,$19.42,"$7,886,000",,$21.32,9.78%,$14.07,$26.85,First Eagle Investment Management,1
≡,QNST - QuinStreet Inc.,0.02,Add 0.42%,725874,$16.10,"$11,687,000",,$14.87,-7.64%,$14.27,$26.27,First Eagle Investment Management,1
≡,RDN - Radian Group,0.02,Reduce 10.31%,261061,$36.02,"$9,404,000",,$34.89,-3.14%,$29.10,$36.99,First Eagle Investment Management,1
≡,RELY - Remitly Global Inc,0.02,Reduce 2.42%,460516,$18.77,"$8,644,000",,$18.85,0.43%,$12.43,$27.32,First Eagle Investment Management,1
≡,SAH - Sonic Automotive Inc.,0.02,Reduce 7.50%,112216,$79.93,"$8,969,000",,$79.92,-0.01%,$51.46,$89.62,First Eagle Investment Management,1
≡,SBCF - Seacoast Banking Corp. of Florida,0.02,Reduce 24.89%,414493,$27.62,"$11,448,000",,$29.41,6.48%,$21.21,$31.04,First Eagle Investment Management,1
≡,SIMO - Silicon Motion Technol ADR,0.02,Buy,146200,$75.17,"$10,990,000",,$73.66,-2.01%,$36.62,$84.55,First Eagle Investment Management,1
≡,SPB - Spectrum Brands Holdings Inc.,0.02,Reduce 8.39%,183372,$53.00,"$9,719,000",,$56.20,6.04%,$50.73,$95.26,First Eagle Investment Management,1
≡,STC - Stewart Information Services,0.02,Reduce 1.64%,120309,$65.10,"$7,832,000",,$70.87,8.86%,$56.39,$76.75,First Eagle Investment Management,1
≡,STNG - Scorpio Tankers Inc.,0.02,Reduce 13.37%,209968,$39.13,"$8,216,000",,$45.60,16.53%,$30.05,$71.99,First Eagle Investment Management,1
≡,THR - Thermon Group Holdings Inc.,0.02,Reduce 0.96%,349111,$28.08,"$9,803,000",,$25.35,-9.72%,$23.05,$33.25,First Eagle Investment Management,1
≡,TRN - Trinity Industries,0.02,Reduce 1.72%,394192,$27.01,"$10,647,000",,$28.12,4.11%,$22.38,$38.94,First Eagle Investment Management,1
≡,TRS - TriMas Corp.,0.02,Add 3.23%,281306,$28.61,"$8,048,000",,$37.19,29.99%,$19.24,$37.49,First Eagle Investment Management,1
≡,UCTT - Ultra Clean Holdings Inc.,0.02,Reduce 11.17%,360139,$22.57,"$8,128,000",,$23.03,2.04%,$16.66,$41.90,First Eagle Investment Management,1
≡,UMH - UMH Properties Inc.,0.02,Add 5.98%,594019,$16.79,"$9,974,000",,$15.82,-5.78%,$15.32,$19.62,First Eagle Investment Management,1
≡,UNH - United Health Group Inc.,0.02,Reduce 9.40%,35893,$311.95,"$11,197,000",,$304.24,-2.47%,$234.60,$621.24,First Eagle Investment Management,1
≡,UTZ - Utz Brands Inc.,0.02,Add 13.95%,640530,$12.55,"$8,039,000",,$12.96,3.27%,$11.48,$18.64,First Eagle Investment Management,1
≡,VECO - Veeco Instruments,0.02,Reduce 22.00%,371881,$20.32,"$7,557,000",,$24.29,19.54%,$16.92,$38.56,First Eagle Investment Management,1
≡,VIAV - Viavi Solutions Inc.,0.02,Add 3.88%,790300,$10.07,"$7,958,000",,$10.66,5.86%,$7.80,$12.91,First Eagle Investment Management,1
≡,VITL - Vital Signs,0.02,Add 32.48%,283479,$38.52,"$10,920,000",,$48.58,26.12%,$27.91,$50.50,First Eagle Investment Management,1
≡,VLY - Valley National Bancorp,0.02,Reduce 10.98%,883800,$8.93,"$7,892,000",,$9.76,9.29%,$7.39,$10.70,First Eagle Investment Management,1
≡,WBS - Webster Financial Corp.,0.02,Add 54.59%,191874,$54.60,"$10,476,000",,$57.93,6.10%,$38.83,$62.61,First Eagle Investment Management,1
≡,WRBY - Warby Parker Inc.,0.02,Add 33.58%,561144,$21.93,"$12,306,000",,$26.37,20.25%,$12.69,$29.73,First Eagle Investment Management,1
≡,WSR - Whitestone REIT,0.02,Reduce 26.17%,811040,$12.48,"$10,122,000",,$12.39,-0.72%,$11.65,$14.95,First Eagle Investment Management,1
≡,ACCO - ACCO Brands Corp.,0.01,Add 20.01%,863769,$3.58,"$3,092,000",,$3.89,8.66%,$3.32,$6.13,First Eagle Investment Management,1
≡,ACLS - Axcelis Technologies,0.01,Buy,73000,$69.68,"$5,087,000",,$80.20,15.10%,$40.40,$117.09,First Eagle Investment Management,1
≡,AHCO - AdaptHealth Corp.,0.01,Reduce 13.31%,729636,$9.43,"$6,880,000",,$9.45,0.21%,$7.11,$11.70,First Eagle Investment Management,1
≡,AIR - AAR Corp.,0.01,Reduce 62.16%,52870,$68.79,"$3,637,000",,$73.85,7.36%,$46.51,$86.43,First Eagle Investment Management,1
≡,ALTG - Alta Equipment Group Inc,0.01,Add 16.20%,792103,$6.32,"$5,006,000",,$7.69,21.68%,$3.50,$8.99,First Eagle Investment Management,1
≡,AMWD - American Woodmark Corp.,0.01,Add 2.88%,132300,$53.37,"$7,061,000",,$64.66,21.15%,$50.00,$104.28,First Eagle Investment Management,1
≡,ANGO - AngioDynamics Inc.,0.01,Reduce 19.19%,305335,$9.92,"$3,029,000",,$8.83,-10.99%,$5.83,$13.50,First Eagle Investment Management,1
≡,ASIX - AdvanSix Inc.,0.01,Reduce 1.46%,222024,$23.75,"$5,273,000",,$20.36,-14.27%,$17.81,$32.30,First Eagle Investment Management,1
≡,ASPS - Altisource Portfolio Solutions S.A.,0.01,,469880,$8.53,"$4,008,000",,$10.78,26.38%,$3.46,$15.96,First Eagle Investment Management,1
≡,ASYS - Amtech Systems Inc.,0.01,Reduce 4.93%,800382,$4.44,"$3,554,000",,$5.40,21.62%,$3.20,$6.81,First Eagle Investment Management,2
≡,ATRO - Astronics Corp.,0.01,Reduce 19.86%,222326,$33.48,"$7,443,000",,$33.99,1.52%,$14.13,$37.32,First Eagle Investment Management,2
≡,AVAH - Aveanna Healthcare Holdings Inc.,0.01,Add 12.10%,810667,$5.23,"$4,240,000",,$7.27,39.01%,$3.67,$7.62,First Eagle Investment Management,2
≡,AVT - Avnet Inc.,0.01,Reduce 17.37%,136045,$53.08,"$7,221,000",,$53.51,0.81%,$38.97,$58.11,First Eagle Investment Management,2
≡,BBCP - Concrete Pumping Holdings Inc.,0.01,Add 17.30%,419905,$6.15,"$2,582,000",,$6.85,11.38%,$4.47,$8.60,First Eagle Investment Management,2
≡,BCC - Boise Cascade Company,0.01,Add 68.48%,77253,$86.82,"$6,707,000",,$88.06,1.43%,$80.01,$154.52,First Eagle Investment Management,2
≡,BLDE - Blade Air Mobility Inc,0.01,Add 20.02%,1353620,$4.03,"$5,455,000",,$4.08,1.24%,$2.35,$5.17,First Eagle Investment Management,2
≡,BLZE - Backblaze Inc A,0.01,Add 8.64%,1157390,$5.50,"$6,366,000",,$7.76,41.09%,$3.94,$8.16,First Eagle Investment Management,2
≡,CARS - Cars.com Inc.,0.01,Add 3.76%,607143,$11.85,"$7,195,000",,$12.24,3.29%,$9.56,$20.47,First Eagle Investment Management,2
≡,CDNA - CareDx Inc.,0.01,Add 15.34%,379023,$19.54,"$7,406,000",,$11.57,-40.79%,$10.96,$33.96,First Eagle Investment Management,2
≡,CENX - Century Aluminum Co.,0.01,Reduce 7.40%,338056,$18.02,"$6,092,000",,$21.95,21.81%,$11.63,$25.39,First Eagle Investment Management,2
≡,CLAR - Clarus Corp.,0.01,Add 3.29%,957475,$3.47,"$3,322,000",,$3.49,0.58%,$3.00,$5.18,First Eagle Investment Management,2
≡,CLW - Clearwater Paper Corp.,0.01,Add 125.90%,189558,$27.24,"$5,164,000",,$21.95,-19.42%,$21.44,$35.38,First Eagle Investment Management,2
≡,COHU - Cohu Inc.,0.01,Buy,205327,$19.24,"$3,950,000",,$19.86,3.22%,$12.57,$29.42,First Eagle Investment Management,2
≡,CON - Concentra Group Holdings Par,0.01,Add 2.69%,324259,$20.57,"$6,670,000",,$22.97,11.67%,$18.72,$24.59,First Eagle Investment Management,2
≡,CRS - Carpenter Technology,0.01,Reduce 16.78%,23679,$276.36,"$6,544,000",,$241.62,-12.57%,$129.12,$290.84,First Eagle Investment Management,2
≡,CTOS - Custom Truck One Source Inc.,0.01,Add 283.69%,558353,$4.94,"$2,758,000",,$6.03,22.06%,$3.03,$6.64,First Eagle Investment Management,2
≡,CUBI - Customers Bancorp Inc.,0.01,Add 15.79%,99717,$58.74,"$5,857,000",,$66.00,12.36%,$40.75,$67.34,First Eagle Investment Management,2
≡,CXM - Sprinklr Inc A,0.01,Add 39.25%,755728,$8.46,"$6,393,000",,$8.35,-1.30%,$6.75,$9.69,First Eagle Investment Management,2
≡,DCOM - Dime Community Bancshares,0.01,Reduce 24.19%,260044,$26.94,"$7,006,000",,$28.56,6.01%,$22.09,$36.62,First Eagle Investment Management,2
≡,DEO - Diageo ADR,0.01,Add 73.06%,69859,$100.85,"$7,045,000",,$114.07,13.11%,$96.45,$140.60,First Eagle Investment Management,2
≡,DGII - Digi International,0.01,Reduce 4.33%,176909,$34.86,"$6,167,000",,$34.93,0.20%,$22.39,$37.07,First Eagle Investment Management,2
≡,DNOW - NOW Inc.,0.01,Reduce 11.00%,222434,$14.83,"$3,299,000",,$14.80,-0.20%,$11.42,$18.45,First Eagle Investment Management,2
≡,DOUG - Douglas Elliman Inc,0.01,Add 8.35%,1597367,$2.32,"$3,706,000",,$2.48,6.90%,$1.35,$3.20,First Eagle Investment Management,2
≡,DRS - Leonardo Drs Inc,0.01,Reduce 56.77%,84685,$46.48,"$3,936,000",,$41.17,-11.42%,$25.87,$49.31,First Eagle Investment Management,2
≡,EMBC - Embecta Corp,0.01,Reduce 1.39%,389994,$9.69,"$3,779,000",,$13.64,40.76%,$9.20,$20.80,First Eagle Investment Management,2
≡,ETD - Ethan Allen Interiors,0.01,Add 1.37%,221661,$27.85,"$6,173,000",,$30.08,8.01%,$23.69,$31.73,First Eagle Investment Management,2
≡,EVER - EverQuote Inc. CL A,0.01,Reduce 2.15%,291457,$24.18,"$7,047,000",,$23.12,-4.38%,$16.63,$30.03,First Eagle Investment Management,2
≡,FSLY - Fastly Inc.,0.01,Reduce 16.31%,541173,$7.06,"$3,821,000",,$7.41,4.96%,$4.65,$12.08,First Eagle Investment Management,2
≡,GEOS - Geospace Technologies,0.01,Add 8.86%,509364,$14.26,"$7,264,000",,$17.04,19.50%,$5.51,$18.99,First Eagle Investment Management,2
≡,GXO - Gxo Logistics Inc.,0.01,Reduce 62.61%,129431,$48.70,"$6,303,000",,$53.34,9.53%,$30.46,$63.33,First Eagle Investment Management,2
≡,HLIT - Harmonic Inc.,0.01,Add 152.84%,661376,$9.47,"$6,263,000",,$9.00,-4.96%,$7.80,$15.46,First Eagle Investment Management,2
≡,HOFT - Hooker Furniture Corp.,0.01,Add 35.85%,317414,$10.58,"$3,358,000",,$10.13,-4.25%,$7.17,$18.74,First Eagle Investment Management,2
≡,HZO - MarineMax Inc.,0.01,Add 23.05%,240235,$25.14,"$6,040,000",,$26.05,3.62%,$16.85,$37.86,First Eagle Investment Management,2
≡,ICHR - Ichor Holdings Ltd,0.01,Reduce 16.80%,305172,$19.64,"$5,994,000",,$17.79,-9.42%,$13.12,$36.48,First Eagle Investment Management,2
≡,INFU - InfuSystem Holdings Inc.,0.01,Reduce 1.09%,910371,$6.24,"$5,681,000",,$9.62,54.17%,$4.61,$9.97,First Eagle Investment Management,2
≡,INTT - inTEST Corp.,0.01,Reduce 5.08%,579834,$7.28,"$4,221,000",,$6.91,-5.08%,$5.24,$9.77,First Eagle Investment Management,2
≡,JOUT - Johnson Outdoors Inc.,0.01,Add 25.63%,133047,$30.27,"$4,027,000",,$39.85,31.65%,$21.12,$40.36,First Eagle Investment Management,2
≡,KODK - Eastman Kodak Co.,0.01,Reduce 1.95%,503216,$5.65,"$2,843,000",,$6.05,7.08%,$4.26,$8.24,First Eagle Investment Management,2
≡,KOS - Kosmos Energy Ltd.,0.01,Add 13.90%,2049091,$1.72,"$3,524,000",,$1.65,-4.07%,$1.39,$5.08,First Eagle Investment Management,2
≡,KRO - Kronos Worldwide Inc.,0.01,Reduce 14.11%,433047,$6.20,"$2,685,000",,$6.21,0.16%,$4.70,$12.74,First Eagle Investment Management,2
≡,LAKE - Lakeland Industries Inc.,0.01,Add 27.31%,278756,$13.61,"$3,794,000",,$15.06,10.65%,$12.73,$27.15,First Eagle Investment Management,2
≡,LFST - Lifestance Health Group Inc,0.01,Add 22.05%,1210966,$5.17,"$6,261,000",,$5.35,3.48%,$3.74,$8.61,First Eagle Investment Management,2
≡,LXFR - Luxfer Holdings Plc,0.01,,449056,$12.18,"$5,470,000",,$12.53,2.87%,$9.19,$14.99,First Eagle Investment Management,2
≡,LYTS - LSI Industries Inc.,0.01,Reduce 6.63%,309922,$17.01,"$5,272,000",,$18.98,11.58%,$13.73,$25.36,First Eagle Investment Management,2
≡,MAC - Macerich Co.,0.01,Reduce 23.43%,226510,$16.18,"$3,665,000",,$17.38,7.42%,$12.35,$21.83,First Eagle Investment Management,2
≡,MATV - Mativ Holdings Inc.,0.01,Add 28.62%,879890,$6.82,"$6,001,000",,$12.05,76.69%,$4.27,$19.13,First Eagle Investment Management,2
≡,MC - Moelis & Co.,0.01,Reduce 22.80%,79551,$62.32,"$4,958,000",,$71.34,14.47%,$46.00,$80.44,First Eagle Investment Management,2
≡,MEC - Mayville Engineering Co. Inc.,0.01,Add 0.63%,354075,$15.96,"$5,651,000",,$14.37,-9.96%,$11.72,$23.02,First Eagle Investment Management,2
≡,MNRO - Monro Inc.,0.01,Reduce 0.47%,319500,$14.91,"$4,764,000",,$15.88,6.51%,$11.98,$28.90,First Eagle Investment Management,2
≡,MTN - Vail Resorts Inc.,0.01,Buy,23769,$157.14,"$3,735,000",,$155.37,-1.13%,$128.03,$191.75,First Eagle Investment Management,2
≡,MTRX - Matrix Service Co.,0.01,Add 60.53%,509194,$13.51,"$6,879,000",,$14.51,7.40%,$9.14,$16.11,First Eagle Investment Management,2
≡,MUR - Murphy Oil,0.01,Add 2.23%,321500,$22.50,"$7,234,000",,$22.13,-1.64%,$18.41,$37.55,First Eagle Investment Management,2
≡,NPKI - NPK International Inc.,0.01,Reduce 33.48%,417121,$8.51,"$3,550,000",,$9.76,14.69%,$4.76,$10.16,First Eagle Investment Management,2
≡,NTCT - NetScout Systems,0.01,Reduce 10.93%,206202,$24.81,"$5,116,000",,$22.71,-8.46%,$18.12,$27.89,First Eagle Investment Management,2
≡,NTGR - NETGEAR Inc.,0.01,Reduce 1.26%,117893,$29.07,"$3,427,000",,$24.99,-14.04%,$15.35,$31.55,First Eagle Investment Management,2
≡,NVEE-OLD - NV5 Global Inc.,0.01,Reduce 6.94%,295200,$23.09,"$6,816,000",,$22.56,-2.30%,$14.75,$25.96,First Eagle Investment Management,2
≡,NWE - Northwestern Corp.,0.01,Reduce 45.20%,72999,$51.30,"$3,745,000",,$58.41,13.86%,$49.21,$59.14,First Eagle Investment Management,2
≡,NX - Quanex Building Products,0.01,Add 8.12%,313068,$18.90,"$5,917,000",,$21.67,14.66%,$15.24,$31.88,First Eagle Investment Management,2
≡,OGS - ONE Gas Inc.,0.01,Reduce 27.65%,101014,$71.86,"$7,259,000",,$74.81,4.11%,$64.55,$80.80,First Eagle Investment Management,2
≡,ONEW - Onewater Marine Inc Cl A,0.01,Add 66.16%,251048,$13.39,"$3,362,000",,$17.15,28.08%,$11.58,$26.78,First Eagle Investment Management,2
≡,OSIS - OSI Systems Inc.,0.01,Reduce 22.92%,23200,$224.87,"$5,217,000",,$226.91,0.91%,$129.84,$241.64,First Eagle Investment Management,2
≡,PAL - Proficient Auto Logistics In,0.01,Add 25.74%,516473,$7.26,"$3,750,000",,$8.16,12.40%,$5.88,$20.58,First Eagle Investment Management,2
≡,PENG - Penguin Solutions Inc.,0.01,Reduce 37.34%,308744,$19.81,"$6,116,000",,$24.09,21.61%,$14.20,$25.94,First Eagle Investment Management,2
≡,PEP - PepsiCo Inc.,0.01,Reduce 26.82%,45127,$132.03,"$5,958,000",,$152.16,15.25%,$126.36,$174.44,First Eagle Investment Management,2
≡,PGNY - Progyny Inc.,0.01,Reduce 7.05%,151700,$22.00,"$3,337,000",,$22.74,3.36%,$13.39,$26.76,First Eagle Investment Management,2
≡,PKOH - Park Ohio Holdings Corp.,0.01,Add 18.82%,386025,$17.86,"$6,894,000",,$19.11,7.00%,$15.52,$33.73,First Eagle Investment Management,2
≡,PRGO - Perrigo Co.,0.01,Reduce 3.63%,145905,$26.72,"$3,899,000",,$23.60,-11.68%,$21.03,$30.29,First Eagle Investment Management,2
≡,PTLO - Portillo's Inc Cl A,0.01,Add 16.89%,577850,$11.67,"$6,744,000",,$7.36,-36.93%,$7.20,$15.78,First Eagle Investment Management,2
≡,PUMP - ProPetro Holding Corp.,0.01,Reduce 2.93%,464133,$5.97,"$2,771,000",,$4.67,-21.78%,$4.60,$11.17,First Eagle Investment Management,2
≡,QXO - Qxo Inc,0.01,Buy,140445,$21.55,"$3,026,000",,$20.30,-5.80%,$11.85,$24.69,First Eagle Investment Management,2
≡,RBBN - Ribbon Communications Inc.,0.01,Add 16.48%,1025914,$4.01,"$4,114,000",,$3.74,-6.73%,$2.84,$5.38,First Eagle Investment Management,2
≡,RDNT - RadNet Inc.,0.01,Reduce 14.88%,52043,$56.91,"$2,962,000",,$67.93,19.36%,$45.00,$93.65,First Eagle Investment Management,2
≡,REPX - Riley Exploration Permian In,0.01,Reduce 29.96%,208048,$26.23,"$5,457,000",,$26.53,1.14%,$21.36,$36.11,First Eagle Investment Management,2
≡,RLGT - Radiant Logistics Inc.,0.01,Reduce 1.52%,518801,$6.08,"$3,154,000",,$6.16,1.32%,$5.44,$7.94,First Eagle Investment Management,2
≡,RXO - Rxo Inc,0.01,Reduce 14.08%,317975,$15.72,"$4,999,000",,$15.25,-2.99%,$12.19,$31.98,First Eagle Investment Management,2
≡,SANM - Sanmina Corp.,0.01,Reduce 34.54%,72572,$97.83,"$7,100,000",,$112.47,14.96%,$62.76,$125.76,First Eagle Investment Management,2
≡,SCVL - Shoe Carnival Inc.,0.01,Reduce 11.36%,314384,$18.71,"$5,882,000",,$21.08,12.67%,$16.03,$45.88,First Eagle Investment Management,2
≡,SDHC - Smith Douglas Homes Corp,0.01,Add 1.69%,240382,$19.42,"$4,668,000",,$20.53,5.72%,$16.28,$39.50,First Eagle Investment Management,2
≡,SEM - Select Medical Holdings Corp,0.01,Add 12.54%,428948,$15.18,"$6,511,000",,$12.89,-15.09%,$11.59,$22.17,First Eagle Investment Management,2
≡,SHOO - Steven Madden Ltd.,0.01,Add 6.73%,156892,$23.98,"$3,762,000",,$27.04,12.76%,$18.89,$48.99,First Eagle Investment Management,2
≡,SHYF-OLD - Shyft Group Inc.,0.01,Add 63.64%,248912,$12.54,"$3,121,000",,$12.54,0.00%,$6.78,$17.26,First Eagle Investment Management,2
≡,SIBN - SI-BONE Inc.,0.01,Add 15.21%,354538,$18.82,"$6,672,000",,$15.49,-17.69%,$11.70,$20.05,First Eagle Investment Management,2
≡,SKT - Tanger Factory Outlet Centers,0.01,Add 1.91%,181504,$30.58,"$5,550,000",,$32.97,7.82%,$27.15,$36.56,First Eagle Investment Management,2
≡,SKY - Skyline Champion Corp.,0.01,Reduce 4.04%,88482,$62.60,"$5,539,000",,$74.22,18.56%,$59.44,$116.49,First Eagle Investment Management,2
≡,SM - SM Energy Co.,0.01,Add 1.08%,280303,$24.71,"$6,926,000",,$25.59,3.56%,$19.35,$46.46,First Eagle Investment Management,2
≡,SMHI - SEACOR Marine Holdings Inc.,0.01,Add 4.79%,1137894,$5.10,"$5,803,000",,$6.08,19.22%,$3.63,$11.67,First Eagle Investment Management,2
≡,STKL - SunOpta Inc.,0.01,Add 37.76%,586750,$5.80,"$3,403,000",,$6.24,7.59%,$3.65,$8.11,First Eagle Investment Management,2
≡,STRW - Strawberry Fields Reit Inc,0.01,Add 38.10%,291122,$10.54,"$3,068,000",,$11.68,10.82%,$8.58,$12.64,First Eagle Investment Management,2
≡,SVCO - Silvaco Group Inc,0.01,Add 20.30%,774438,$4.72,"$3,655,000",,$4.53,-4.03%,$3.55,$17.01,First Eagle Investment Management,2
≡,TALK - Talkspace Inc.,0.01,Add 41.46%,1601130,$2.78,"$4,451,000",,$2.57,-7.55%,$1.69,$4.36,First Eagle Investment Management,2
≡,THRY - Thryv Holdings Inc,0.01,Add 108.43%,585316,$12.16,"$7,117,000",,$13.22,8.72%,$10.03,$20.92,First Eagle Investment Management,2
≡,TILE - Interface Inc. CL A,0.01,Reduce 6.47%,145543,$20.93,"$3,046,000",,$26.98,28.91%,$17.01,$27.30,First Eagle Investment Management,2
≡,TKR - Timken Co.,0.01,Buy,67500,$72.55,"$4,897,000",,$76.88,5.97%,$55.67,$85.94,First Eagle Investment Management,2
≡,TMCI - Treace Medical Concepts Inc,0.01,Add 82.00%,908029,$5.88,"$5,339,000",,$7.19,22.28%,$4.54,$10.79,First Eagle Investment Management,2
≡,TROX - Tronox Holdings plc,0.01,Add 17.73%,1261840,$5.07,"$6,398,000",,$4.08,-19.53%,$2.90,$14.11,First Eagle Investment Management,2
≡,TTAM - Titan America SA,0.01,Add 94.48%,256310,$12.48,"$3,199,000",,$15.46,23.88%,$10.74,$17.68,First Eagle Investment Management,2
≡,TWI - Titan International Inc.,0.01,Add 22.78%,620251,$10.27,"$6,370,000",,$8.66,-15.68%,$5.93,$10.94,First Eagle Investment Management,2
≡,VMD - Viemed Healthcare Inc.,0.01,Add 7.05%,455344,$6.91,"$3,146,000",,$6.95,0.58%,$5.93,$9.81,First Eagle Investment Management,2
≡,VPG - Vishay Precision Group,0.01,Add 72.24%,223642,$28.10,"$6,284,000",,$27.82,-1.00%,$18.57,$30.11,First Eagle Investment Management,2
≡,VSEC - VSE Corp.,0.01,Reduce 34.21%,35672,$130.97,"$4,672,000",,$161.16,23.05%,$80.31,$166.85,First Eagle Investment Management,2
≡,YETI - YETI Holdings Inc.,0.01,Reduce 41.51%,139200,$31.52,"$4,388,000",,$34.55,9.61%,$26.61,$45.25,First Eagle Investment Management,2
≡,ZIMV - ZimVie Inc.,0.01,Add 2.97%,429873,$9.35,"$4,019,000",,$18.95,102.67%,$8.15,$18.98,First Eagle Investment Management,2
≡,ACN - Accenture,0.0,Reduce 1.18%,2597,$298.81,"$776,000",,$255.88,-14.37%,$236.67,$394.41,First Eagle Investment Management,2
≡,AIRG - Airgain Inc,0.0,Reduce 6.61%,522230,$4.18,"$2,183,000",,$4.52,8.13%,$3.17,$10.34,First Eagle Investment Management,2
≡,ALGN - Align Technology Inc.,0.0,Reduce 24.62%,995,$189.95,"$189,000",,$143.77,-24.31%,$127.70,$262.87,First Eagle Investment Management,2
≡,ARMK - Aramark,0.0,Reduce 0.65%,16328,$41.83,"$683,000",,$39.48,-5.62%,$29.76,$44.37,First Eagle Investment Management,2
≡,ASUR - Asure Software Inc.,0.0,Reduce 32.12%,185046,$9.76,"$1,806,000",,$8.32,-14.75%,$7.51,$12.74,First Eagle Investment Management,2
≡,AWK - American Water Works Inc.,0.0,Reduce 58.31%,454,$138.77,"$63,000",,$145.21,4.64%,$116.64,$153.69,First Eagle Investment Management,2
